company_name,year,Total Climate Incidents,Max Severity Score,GHG-Related Incidents,Pollution-Related Incidents,UNGC Principle 7 Violations,UNGC Principle 8 Violations,UNGC Principle 9 Violations
OWL Inc (Oilfield Waste Logistics; OWL),2020,1,1,0,0,1,1,1
OWL Inc (Oilfield Waste Logistics; OWL),2021,1,1,0,0,1,1,1
OXY USA Inc (formerly Cities Services Co),2010,1,1,0,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2012,1,2,0,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2013,3,2,0,3,3,3,3
OXY USA Inc (formerly Cities Services Co),2014,1,1,0,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2015,1,1,0,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2016,1,2,0,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2017,1,2,0,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2018,2,1,0,2,2,2,2
OXY USA Inc (formerly Cities Services Co),2019,1,2,0,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2020,1,2,1,1,1,1,1
OXY USA Inc (formerly Cities Services Co),2021,1,1,0,0,1,1,1
OXY USA Inc (formerly Cities Services Co),2022,1,1,1,1,1,1,1
OXY Vinyls LP,2023,1,1,0,1,1,1,1
OZ Management LP (Sculptor Capital LP),2015,1,1,0,1,1,1,1
Oak Creek Energy Systems Inc,2018,1,1,0,0,1,1,1
Oak Creek Holdings Inc,2018,1,1,0,0,1,1,1
Oak Grove Management Co LLC,2013,2,2,1,2,2,2,2
Oak Grove Resources LLC,2016,1,1,0,1,1,1,1
Oak Harbor Freight Lines Inc.,2017,1,1,0,1,1,1,1
Oak Hill Genetics LLC,2020,1,1,0,0,0,0,0
Oak Meadow Energy LLC,2019,1,1,0,1,1,1,1
Oak Ridge Capital Group Inc (formerly Realco Inc),2016,1,1,0,1,1,1,1
Oak View Group LLC (OVG),2021,1,1,1,1,1,1,1
Oak View Group LLC (OVG),2023,1,1,1,1,1,1,1
Oak-Bark Corp,2023,1,1,0,1,1,1,1
Oakes Carton Co,2019,1,1,0,1,1,1,1
Oakland Athletics (Oakland A),2021,1,1,0,1,1,1,1
Oakland Bulk and Oversized Terminal LLC (OBOT),2018,1,1,0,1,1,1,1
Oakland Bulk and Oversized Terminal LLC (OBOT),2020,1,1,0,1,1,1,1
Oakland Materials LLC,2023,1,1,0,1,0,0,0
Oakley Inc,2022,1,1,0,1,1,1,1
Oaks Disposal Services LLC,2018,1,1,0,1,1,1,1
Oaktree Capital Group LLC,2012,1,2,0,0,1,1,1
Oaktree Capital Group LLC,2018,1,1,0,0,1,1,1
Oaktree Capital Management LP,2012,1,2,0,0,1,1,1
Oaktree Capital Management LP,2018,1,1,0,0,1,1,1
Oaktree Capital Management LP,2020,1,1,0,0,1,1,1
Oaktree Capital Management LP,2021,1,1,1,0,1,1,1
Oaktree Capital Management LP,2022,2,1,2,1,2,2,2
Oaktree Capital Management LP,2023,1,3,1,0,0,0,0
Oakwood Homes,2013,1,1,0,1,1,1,1
Oakwood Research Facility Inc,2020,1,1,0,0,0,0,0
Oasis Brands Inc,2012,1,2,1,0,1,1,1
Oasis Petroleum North America LLC,2015,1,2,0,1,1,1,1
Oatsystems Inc,2009,1,1,0,0,1,1,1
Obagi Medical Products Inc,2008,1,2,0,0,1,1,1
Oberlin College,2015,1,1,0,0,1,1,1
Oberon Fuels Inc,2016,1,1,0,1,1,1,1
Occidental Chemical Corp (OxyChem),2011,5,2,0,5,5,5,5
Occidental Chemical Corp (OxyChem),2012,3,2,0,3,3,3,3
Occidental Chemical Corp (OxyChem),2013,7,2,0,7,7,7,7
Occidental Chemical Corp (OxyChem),2014,6,2,0,6,6,6,6
Occidental Chemical Corp (OxyChem),2015,3,2,0,3,3,3,3
Occidental Chemical Corp (OxyChem),2016,2,1,0,2,2,2,2
Occidental Chemical Corp (OxyChem),2017,12,2,1,10,12,12,12
Occidental Chemical Corp (OxyChem),2018,7,2,1,5,7,7,7
Occidental Chemical Corp (OxyChem),2019,3,1,0,2,3,3,3
Occidental Chemical Corp (OxyChem),2020,3,1,0,3,3,3,3
Occidental Chemical Corp (OxyChem),2021,1,1,0,0,1,1,1
Occidental Chemical Corp (OxyChem),2023,3,2,0,2,2,2,2
Occidental Exploration and Production Company,2019,1,1,0,1,1,1,1
Occidental Oil and Gas Corp (OOGC),2014,1,2,0,1,1,1,1
Occidental Oil and Gas Corp (OOGC),2015,1,2,0,1,1,1,1
Occidental Oil and Gas Corp (OOGC),2022,1,1,1,1,1,1,1
Occidental Permian Ltd,2017,1,2,0,1,1,1,1
Occidental Permian Ltd,2019,1,2,0,1,1,1,1
Occidental Permian Ltd,2020,1,2,1,1,1,1,1
Occidental Petroleum Corp (OXY),2007,6,2,0,2,6,6,6
Occidental Petroleum Corp (OXY),2008,14,3,0,10,14,14,14
Occidental Petroleum Corp (OXY),2009,3,3,0,3,3,3,3
Occidental Petroleum Corp (OXY),2010,5,2,0,4,5,5,5
Occidental Petroleum Corp (OXY),2011,10,2,0,8,10,10,10
Occidental Petroleum Corp (OXY),2012,14,2,1,7,14,14,14
Occidental Petroleum Corp (OXY),2013,22,2,2,18,22,22,22
Occidental Petroleum Corp (OXY),2014,27,2,3,18,27,27,27
Occidental Petroleum Corp (OXY),2015,20,2,4,11,20,20,20
Occidental Petroleum Corp (OXY),2016,15,2,2,12,15,15,15
Occidental Petroleum Corp (OXY),2017,24,2,6,17,24,24,24
Occidental Petroleum Corp (OXY),2018,22,2,2,14,22,22,22
Occidental Petroleum Corp (OXY),2019,16,2,4,8,16,16,16
Occidental Petroleum Corp (OXY),2020,20,3,8,11,20,20,20
Occidental Petroleum Corp (OXY),2021,15,2,6,10,15,15,15
Occidental Petroleum Corp (OXY),2022,20,2,13,11,20,20,20
Occidental Petroleum Corp (OXY),2023,20,3,12,8,13,13,13
Oce Imaging Supplies,2008,1,1,0,1,1,1,1
Ocean Avenue LLC (Fairmont Miramar),2020,1,1,0,1,1,1,1
Ocean Beauty Seafoods LLC,2018,1,1,0,1,1,1,1
Ocean Era LLC (formerly Kampachi Farms LLC),2019,1,1,0,1,1,1,1
Ocean Era LLC (formerly Kampachi Farms LLC),2020,2,1,0,2,2,2,2
Ocean Era LLC (formerly Kampachi Farms LLC),2021,1,1,0,1,1,1,1
Ocean Era LLC (formerly Kampachi Farms LLC),2022,2,1,0,2,2,2,2
Ocean Fathoms,2021,1,1,0,0,1,1,1
Ocean Fresh Trading Inc,2008,1,2,0,1,1,1,1
Ocean Spray Cranberries Inc (Ocean Spray),2015,1,1,0,0,1,1,1
Ocean Spray Cranberries Inc (Ocean Spray),2019,2,1,0,0,0,0,0
Ocean Spray Cranberries Inc (Ocean Spray),2020,1,1,0,0,0,0,0
Ocean to Ocean,2008,1,2,0,1,1,1,1
Oceaneering International Inc,2015,1,1,0,0,1,1,1
Oceania Cruises S de RL (formerly Oceania Cruises Inc),2014,1,2,0,1,1,1,1
Oceania Cruises S de RL (formerly Oceania Cruises Inc),2015,1,2,0,1,1,1,1
Oceania Cruises S de RL (formerly Oceania Cruises Inc),2019,1,2,0,1,1,1,1
Oceania Cruises S de RL (formerly Oceania Cruises Inc),2022,1,1,1,1,1,1,1
Octave Labs LLC,2021,1,1,0,0,1,1,1
Odfjell Terminals (Houston) Inc,2021,1,2,0,1,1,1,1
Odwalla Inc,2008,1,2,0,0,1,1,1
Odyssey Marine Exploration Inc,2013,1,2,0,0,1,1,1
Odyssey Marine Exploration Inc,2016,1,2,0,0,1,1,1
Odyssey Marine Exploration Inc,2019,1,1,0,1,1,1,1
Odyssey Marine Exploration Inc,2020,2,2,0,0,2,2,2
Odyssey Marine Exploration Inc,2021,1,1,0,0,1,1,1
Odyssey Marine Exploration Inc,2022,3,2,0,0,3,3,3
Odyssey Marine Exploration Inc,2023,1,1,0,1,1,1,1
Off Leash K9 Training LLC (Offleash K9 Training),2019,1,1,0,0,0,0,0
Offen Petroleum LLC (formerly Offen Petroleum Inc),2011,1,1,0,1,1,1,1
OfficeMax Inc (formerly Boise Cascade Corp),2007,1,2,0,0,1,1,1
OfficeMax Inc (formerly Boise Cascade Corp),2008,2,1,0,0,2,2,2
OfficeMax Inc (formerly Boise Cascade Corp),2010,1,2,0,0,1,1,1
OfficeMax Inc (formerly Boise Cascade Corp),2015,1,2,0,0,1,1,1
Offshore Service Vessels LLC,2010,1,1,0,1,1,1,1
Offshore Service Vessels LLC,2015,1,2,0,0,1,1,1
Offshore Service Vessels LLC,2018,1,1,0,1,1,1,1
Oglethorpe Power Corp,2011,1,1,0,1,1,1,1
Oglethorpe Power Corp,2012,1,2,0,1,1,1,1
Oglethorpe Power Corp,2014,1,2,0,1,1,1,1
Oglethorpe Power Corp,2022,2,2,2,1,2,2,2
Oglethorpe Power Corp,2023,1,1,1,1,0,0,0
Ohana Military Communities LLC,2014,1,1,0,1,1,1,1
Ohana Military Communities LLC,2016,1,2,0,1,1,1,1
Ohana Military Communities LLC,2022,1,1,0,1,1,1,1
Ohio County Coal Co,2019,1,1,0,0,1,1,1
Ohio Edison Co,2013,1,2,1,1,1,1,1
Ohio Fresh Eggs LLC (formerly Buckeye Egg Farm),2009,1,1,0,1,1,1,1
Ohio Fresh Eggs LLC (formerly Buckeye Egg Farm),2014,2,2,0,2,2,2,2
Ohio Fresh Eggs LLC (formerly Buckeye Egg Farm),2015,1,1,0,0,1,1,1
Ohio Fresh Eggs LLC (formerly Buckeye Egg Farm),2020,1,1,0,1,1,1,1
Ohio Gathering Co LLC,2018,2,1,0,2,2,2,2
Ohio National Mutual Holdings Inc,2016,1,2,0,1,1,1,1
Ohio Oil and Gas Association,2017,1,1,1,1,1,1,1
Ohio Power Co (formerly AEP Ohio),2009,1,1,0,1,1,1,1
Ohio Power Co (formerly AEP Ohio),2010,3,2,0,3,3,3,3
Ohio Power Co (formerly AEP Ohio),2011,4,2,0,4,4,4,4
Ohio Power Co (formerly AEP Ohio),2012,4,2,0,4,4,4,4
Ohio Power Co (formerly AEP Ohio),2013,3,2,1,3,3,3,3
Ohio Power Co (formerly AEP Ohio),2014,5,2,1,2,5,5,5
Ohio Power Co (formerly AEP Ohio),2015,1,2,0,1,1,1,1
Ohio Power Co (formerly AEP Ohio),2023,2,3,1,2,1,1,1
Ohio Precious Metals LLC (OPM),2015,1,2,0,0,1,1,1
Ohio Public Employees Retirement System (OPERS),2015,1,2,0,0,1,1,1
Ohio Valley Coal Co,2007,1,1,0,1,1,1,1
Ohio Valley Coal Co,2012,1,2,0,1,1,1,1
Ohio Valley Coal Co,2014,2,2,1,1,2,2,2
Ohio Valley Coal Co,2015,1,2,0,0,1,1,1
Ohio Valley Electric Corp (OVEC),2010,1,2,0,1,1,1,1
Ohio Valley Electric Corp (OVEC),2011,2,2,0,2,2,2,2
Ohio Valley Electric Corp (OVEC),2012,2,2,0,2,2,2,2
Ohio Valley Electric Corp (OVEC),2013,2,2,0,2,2,2,2
Ohio Valley Electric Corp (OVEC),2014,2,2,0,1,2,2,2
Ohio Valley Electric Corp (OVEC),2019,2,2,1,1,2,2,2
Ohio Valley Electric Corp (OVEC),2021,1,1,1,0,1,1,1
Ohio Valley Electric Corp (OVEC),2023,1,1,0,1,1,1,1
Ohio Valley Energy Systems Corp,2009,1,1,0,1,1,1,1
Ohio Valley Gas Corp,2022,1,2,1,1,1,1,1
Oil Chem Inc,2021,2,2,0,1,2,2,2
Oil Harvest LLC,2019,1,1,0,1,1,1,1
Oil Patch Water & Sewer Services LLC,2011,1,1,0,1,1,1,1
Oil Re-Refining Co Inc (ORRCO),2013,1,1,0,0,1,1,1
Oil Re-Refining Co Inc (ORRCO),2016,1,1,0,1,1,1,1
Oil Re-Refining Co Inc (ORRCO),2017,2,1,0,2,2,2,2
Oil Re-Refining Co Inc (ORRCO),2019,1,1,0,1,1,1,1
Oil Recovery Co,2014,1,1,0,1,1,1,1
Oilfield Solutions Inc,2015,1,2,0,0,1,1,1
Okai Corp,2015,1,2,0,0,1,1,1
Okaloosa County Gas District [Please refer to NGOs],2022,1,2,1,1,1,1,1
Okeelanta Corp,2020,1,1,0,1,1,1,1
Oklahoma Gas & Electric Co,2008,2,2,1,0,2,2,2
Oklahoma Gas & Electric Co,2012,1,2,0,1,1,1,1
Oklahoma Gas & Electric Co,2013,4,2,1,4,4,4,4
Oklahoma Gas & Electric Co,2014,1,1,0,1,1,1,1
Oklahoma Gas & Electric Co,2015,1,2,0,1,1,1,1
Oklahoma Gas & Electric Co,2016,1,1,0,1,1,1,1
Oklahoma Gas & Electric Co,2017,1,1,0,1,1,1,1
Oklahoma Gas & Electric Co,2018,1,1,0,1,1,1,1
Oklahoma Gas & Electric Co,2023,1,1,1,1,0,0,0
Oklahoma Independent Petroleum Association,2017,1,1,1,1,1,1,1
Oklahoma Natural Gas Co,2022,1,2,1,1,1,1,1
Oklahoma State University,2014,1,2,0,0,0,0,0
Olam Holdings Partnership,2016,1,2,0,1,1,1,1
Olam Peanut Shelling Co Inc,2022,1,1,0,1,1,1,1
Olam Wood Products,2017,1,2,0,0,1,1,1
Olay Company Inc,2017,1,1,0,0,0,0,0
Old ANR LLC (formerly Alpha Natural Resources Inc),2007,7,2,0,1,7,7,7
Old ANR LLC (formerly Alpha Natural Resources Inc),2008,18,2,1,8,18,18,18
Old ANR LLC (formerly Alpha Natural Resources Inc),2009,21,2,0,11,21,21,21
Old ANR LLC (formerly Alpha Natural Resources Inc),2010,24,3,1,15,24,24,24
Old ANR LLC (formerly Alpha Natural Resources Inc),2011,34,3,4,28,34,34,34
Old ANR LLC (formerly Alpha Natural Resources Inc),2012,20,2,1,15,20,20,20
Old ANR LLC (formerly Alpha Natural Resources Inc),2013,14,2,3,10,14,14,14
Old ANR LLC (formerly Alpha Natural Resources Inc),2014,27,3,4,19,27,27,27
Old ANR LLC (formerly Alpha Natural Resources Inc),2015,28,2,7,15,28,28,28
Old ANR LLC (formerly Alpha Natural Resources Inc),2016,9,2,1,4,9,9,9
Old ANR LLC (formerly Alpha Natural Resources Inc),2022,1,1,1,1,1,1,1
Old Bridge Chemicals Inc,2019,1,1,0,1,1,1,1
Old Copper Co Inc (formerly JC Penney Co Inc),2007,2,2,0,1,2,2,2
Old Copper Co Inc (formerly JC Penney Co Inc),2009,1,2,0,0,1,1,1
Old Copper Co Inc (formerly JC Penney Co Inc),2012,4,2,0,4,4,4,4
Old Copper Co Inc (formerly JC Penney Co Inc),2013,2,2,0,2,2,2,2
Old Copper Co Inc (formerly JC Penney Co Inc),2016,1,1,0,1,1,1,1
Old Dominion Electric Co-op (ODEC),2008,1,1,1,0,1,1,1
Old Dominion Electric Co-op (ODEC),2009,3,2,0,3,3,3,3
Old Dominion Electric Co-op (ODEC),2011,3,2,0,1,3,3,3
Old Dominion Electric Co-op (ODEC),2012,3,2,0,3,3,3,3
Old Dominion Freight Line Inc,2018,1,1,0,1,1,1,1
Old Dominion Freight Line Inc,2021,1,1,1,0,1,1,1
Old Durham Wood Co,2014,1,1,0,1,1,1,1
Old Hazeldell Quarry LLC,2021,2,1,0,2,2,2,2
Old Holdco Inc (formerly Pyxus International Inc; Alliance One International Inc),2009,1,2,0,1,1,1,1
Old Holdco Inc (formerly Pyxus International Inc; Alliance One International Inc),2017,2,2,0,2,2,2,2
Old Holdco Inc (formerly Pyxus International Inc; Alliance One International Inc),2018,1,1,0,0,1,1,1
Old London Foods Inc,2008,1,2,0,0,1,1,1
Old Navy Inc,2013,1,2,0,1,1,1,1
Old Navy Inc,2014,1,1,0,0,0,0,0
Old Navy Inc,2015,1,2,0,1,1,1,1
Old Navy Inc,2018,1,1,0,0,0,0,0
Old Navy Inc,2019,2,1,1,1,2,2,2
Old Navy Inc,2023,2,1,0,1,2,2,2
Old Navy LLC,2022,2,1,1,2,2,2,2
Old North State Water Co LLC,2019,1,1,0,1,1,1,1
Old North State Water Co LLC,2020,1,1,0,1,1,1,1
Old Republic International Corp,2009,1,2,0,1,1,1,1
Old Republic International Corp,2015,1,2,0,0,1,1,1
Old River Water Co,2016,1,1,0,1,1,1,1
Oldcastle Inc,2016,1,1,0,1,1,1,1
Oldcastle Materials Inc,2015,1,2,0,1,1,1,1
Olin Chemical Corp,2022,1,1,0,1,1,1,1
Olin Chemical Corp,2023,1,1,0,1,0,0,0
Olin Corp (formerly Mathieson Chemical Corp),2007,1,1,0,1,1,1,1
Olin Corp (formerly Mathieson Chemical Corp),2008,1,1,0,1,1,1,1
Olin Corp (formerly Mathieson Chemical Corp),2013,1,1,0,1,1,1,1
Olin Corp (formerly Mathieson Chemical Corp),2016,1,1,0,0,1,1,1
Olin Corp (formerly Mathieson Chemical Corp),2017,1,1,0,1,1,1,1
Olin Corp (formerly Mathieson Chemical Corp),2019,1,2,0,1,1,1,1
Olin Corp (formerly Mathieson Chemical Corp),2021,4,2,2,4,4,4,4
Olin Corp (formerly Mathieson Chemical Corp),2022,3,2,0,3,3,3,3
Olin Corp (formerly Mathieson Chemical Corp),2023,4,2,0,4,2,2,2
Olive Garden Restaurants,2016,1,1,0,0,0,0,0
Olive Garden Restaurants,2017,1,2,0,0,0,0,0
Olive Garden Restaurants,2018,1,1,0,0,1,1,1
Oliveira Farm (DO Livestock),2019,1,1,0,1,1,1,1
Oliver Smith Realty and Auction Co,2011,1,1,0,1,1,1,1
Olivina Men LLC,2020,1,1,0,0,0,0,0
Olivio Premium Products,2008,1,2,0,0,1,1,1
Olon Ricerca Bioscience LLC (formerly Ricerca Biosciences LLC),2012,1,1,0,0,0,0,0
Olowalu Elua Associates LLC,2020,1,1,0,1,1,1,1
Olsson Associates Inc,2019,1,1,0,0,1,1,1
Olsson Associates Inc,2021,1,1,0,1,1,1,1
Oltmans Construction,2014,1,1,0,1,1,1,1
Olymbec USA LLC,2023,1,1,0,0,1,1,1
Olympic Game Farm Inc,2018,1,2,0,0,0,0,0
Olympic Game Farm Inc,2019,1,2,0,0,0,0,0
Olympic Game Farm Inc,2022,1,1,0,0,0,0,0
Olympic Oil & Gas Co Inc,2023,1,1,0,1,1,1,1
Olympic Oil Ltd,2014,1,1,0,1,1,1,1
Olympic Oil Ltd,2015,1,2,0,1,1,1,1
Olympic Pipe Line Co LLC,2011,1,2,0,1,1,1,1
Olympic Pipe Line Co LLC,2012,1,2,0,1,1,1,1
Olympic Pipe Line Co LLC,2022,1,1,0,1,1,1,1
Olympic Sun LLC,2023,1,2,0,1,1,1,1
Olympic Tug & Barge Inc,2022,1,1,0,1,1,1,1
Olympic Water & Sewer Inc,2021,1,1,0,1,1,1,1
Olympus Energy LLC (formerly Huntley & Huntley Energy Exploration LLC),2021,1,1,0,1,1,1,1
Olympus Energy LLC (formerly Huntley & Huntley Energy Exploration LLC),2022,2,1,0,2,2,2,2
Olympus Gardens LLC,2017,1,1,0,1,1,1,1
Olympus Partners LP,2014,1,1,0,0,0,0,0
Omaha Public Power District (OPPD),2012,1,2,0,1,1,1,1
Omaha Public Power District (OPPD),2013,6,2,1,5,6,6,6
Omaha Public Power District (OPPD),2017,1,1,0,0,1,1,1
Omaha Public Power District (OPPD),2019,2,2,2,0,2,2,2
Omaha Public Power District (OPPD),2021,1,2,1,1,1,1,1
Omaha Public Power District (OPPD),2022,2,2,2,2,2,2,2
Omaha Public Power District (OPPD),2023,1,1,1,1,0,0,0
Omar Mining Company,2009,3,2,0,2,3,3,3
Omar Mining Company,2011,2,1,0,1,2,2,2
Omega Protein Corp,2009,1,1,0,1,1,1,1
Omega Protein Corp,2011,1,1,0,0,1,1,1
Omega Protein Corp,2013,1,1,0,1,1,1,1
Omega Protein Corp,2016,1,1,0,1,1,1,1
Omega Protein Corp,2017,1,1,0,1,1,1,1
Omega Protein Corp,2020,1,1,0,0,1,1,1
Omega Protein Inc,2017,1,1,0,1,1,1,1
Omega Protein Inc,2018,1,1,0,1,1,1,1
Omega Protein Inc,2021,1,1,0,1,1,1,1
Omega Refining Corp,2015,1,2,0,1,1,1,1
Omega Waste Management Inc (Specialized Fibers),2019,1,1,0,0,1,1,1
Omega Waste Management Inc (Specialized Fibers),2020,1,1,0,0,1,1,1
Omimex Resources Inc,2021,1,2,0,1,1,1,1
Omimex Resources Inc,2023,2,1,0,2,2,2,2
Omimex de Colombia Ltd,2021,1,2,0,1,1,1,1
Omimex de Colombia Ltd,2023,2,1,0,2,2,2,2
Omni Recycling of Brentwood LLC (Omni Brentwood Rail Transfer; OMNI Brentwood),2020,1,1,0,1,1,1,1
OmniSource Corp,2015,1,1,0,1,1,1,1
OmniTRAX Inc,2017,1,1,0,1,1,1,1
OmniTRAX Inc,2018,1,1,0,0,1,1,1
Omnicom Group Inc,2015,1,1,1,0,1,1,1
Omnicom Group Inc,2023,1,1,1,0,1,1,1
Omnova Solutions Inc,2007,1,1,0,1,1,1,1
Omnova Solutions Inc,2008,2,2,0,2,2,2,2
Omojo Health USA,2014,1,2,0,0,1,1,1
Omya Inc,2018,1,1,0,0,1,1,1
Omya Inc,2019,1,1,0,0,1,1,1
Omya Industries Inc,2018,1,1,0,0,1,1,1
On Point Services LLC,2014,2,1,0,2,2,2,2
Oncor Electric Delivery Co LLC,2010,1,2,0,1,1,1,1
Oncor Electric Delivery Co LLC,2015,1,2,0,1,1,1,1
One Gas Inc,2022,1,2,1,1,1,1,1
One Gas Inc,2023,1,1,1,0,0,0,0
One Nevada Realty Services LLC,2016,1,1,0,1,1,1,1
One Rock Capital Partners LLC,2021,4,2,0,1,4,4,4
One With Nature,2008,1,2,0,0,1,1,1
One World Recycling LLC,2015,1,1,0,1,1,1,1
OneAmerica Asset Management LLC,2022,1,1,0,0,1,1,1
OneWeb LLC,2019,3,2,0,1,3,3,3
OneWeb LLC,2020,1,1,0,0,1,1,1
Oneida Seven Generations Corp,2013,1,1,0,0,1,1,1
Oneida Seven Generations Corp,2017,1,1,0,1,1,1,1
Oneok Field Services Co LLC,2022,1,2,1,1,1,1,1
Oneok GAS Storage LLC,2022,1,2,1,1,1,1,1
Oneok Partners LP,2019,2,2,1,2,2,2,2
Oneok Westex Transmission LLC,2022,1,2,1,1,1,1,1
OnlineAuction.com Inc,2014,1,2,0,0,1,1,1
Onyx Power Inc,2020,1,1,1,0,1,1,1
Onyx Power Inc,2021,4,1,1,0,4,4,4
Onyx Power Inc,2023,1,1,1,0,0,0,0
Onyx Specialty Papers Inc,2012,1,2,0,1,1,1,1
Oodle Holdings LLC (Oodle.com),2016,1,2,0,0,1,1,1
Ootzie Properties-NWK LLC,2022,1,1,0,1,1,1,1
Opal Fuels Inc (formerly Opal Fuels LLC; Fortistar Methane Group LLC),2017,1,1,0,1,1,1,1
Opal Fuels Inc (formerly Opal Fuels LLC; Fortistar Methane Group LLC),2023,1,1,1,1,1,1,1
Opco-P Inc (Pinova Inc),2018,1,1,0,1,1,1,1
Opco-P Inc (Pinova Inc),2020,1,2,0,1,1,1,1
OpenAI Inc (OpenAI Nonprofit),2023,3,2,1,0,3,3,3
Oppenheimer Funds Inc,2007,1,1,0,0,1,1,1
Oppenheimer Funds Inc,2008,2,2,0,0,2,2,2
Oppenheimer Funds Inc,2012,1,2,0,0,1,1,1
Oppenheimer Funds Inc,2020,1,1,0,1,1,1,1
Oppenheimer Holdings Inc,2008,1,1,0,0,1,1,1
Oppenheimer Holdings Inc,2015,1,1,0,1,1,1,1
Optical Coating Laboratory Inc (OCLI),2009,1,1,0,1,1,1,1
Optical Coating Laboratory Inc (OCLI),2015,1,1,0,0,1,1,1
Optim Energy Altura Cogen LLC (formerly Altura Cogen LLC),2021,2,2,1,2,2,2,2
Optim Energy LLC,2012,1,1,1,0,1,1,1
Optim Energy LLC,2021,2,2,1,2,2,2,2
Optim Energy Twin Oaks LP,2013,1,1,0,1,1,1,1
Optima Properties WV LLC (Optima Properties West Virginia),2022,1,1,0,0,1,1,1
Oracle Cerner (formerly Cerner Corp),2009,1,1,0,0,0,0,0
Oracle Corp (Oracle),2008,1,2,0,0,1,1,1
Oracle Corp (Oracle),2012,1,1,0,0,1,1,1
Oracle Corp (Oracle),2014,1,1,0,0,1,1,1
Oracle Corp (Oracle),2015,1,1,0,0,1,1,1
Oracle Corp (Oracle),2016,1,2,0,0,1,1,1
Oracle Corp (Oracle),2017,2,1,0,1,2,2,2
Orange and Rockland Utilities Inc,2013,1,1,0,1,1,1,1
Orange and Rockland Utilities Inc,2022,1,2,1,1,1,1,1
Orangesoda Inc,2009,1,3,0,1,1,1,1
Orano USA LLC,2019,1,1,0,1,1,1,1
Orano USA LLC,2021,2,2,0,1,2,2,2
Orbit Energy Charlotte LLC,2021,1,2,0,1,1,1,1
Orca International USA,2019,1,1,0,0,1,1,1
Orca Operating Co LLC,2018,1,1,0,0,1,1,1
Orcem Americas Inc,2016,1,1,0,0,1,1,1
Orcem Americas Inc,2017,1,1,0,1,1,1,1
Orcem Americas Inc,2019,1,1,0,0,1,1,1
Orcem California Inc,2016,1,1,0,0,1,1,1
Orcutt Rancho LLC,2021,1,1,0,0,1,1,1
Orcutt Winslow Partnership,2023,1,1,0,0,0,0,0
Oregon Environmental Concerns,2018,1,1,0,0,1,1,1
Oregon Environmental LLC,2018,1,1,0,0,1,1,1
Oregon Ice Cream Co,2008,1,2,0,0,1,1,1
Oregon LNG,2008,1,1,0,0,1,1,1
Oregon LNG,2010,2,2,0,0,2,2,2
Oregon LNG,2012,1,1,0,0,1,1,1
Oregon LNG,2014,1,1,0,1,1,1,1
Oregon LNG,2015,2,1,1,2,2,2,2
Oregon LNG,2017,1,1,0,0,1,1,1
Oregon Metallurgical LLC,2022,1,1,0,1,1,1,1
Oregon Oils Inc,2018,1,1,0,1,1,1,1
Oregon Potato Co (Freeze Pack),2022,1,1,0,1,1,1,1
Oregon Resources Corp (ORC),2010,1,2,0,1,1,1,1
Oregon Tool Inc (formerly Blount International Inc),2023,1,1,0,1,1,1,1
Oregon Zoo,2012,1,2,0,0,0,0,0
Organic Valley (CROPP Cooperative),2012,1,1,0,0,1,1,1
Organic Valley (CROPP Cooperative),2015,2,1,0,0,0,0,0
Orient Seafood Production,2018,1,1,0,0,1,1,1
Oriental Weavers USA Inc,2017,1,1,0,1,1,1,1
Origin Bancorp (formerly Community Trust Financial Corp),2016,1,1,0,1,1,1,1
Origin Bank (formerly Community Trust),2016,1,1,0,1,1,1,1
Original Sixteen-to-One Mine Inc,2019,1,1,0,1,1,1,1
Origis Energy USA Inc,2019,2,2,0,0,2,2,2
Origis Energy USA Inc,2023,1,1,0,1,1,1,1
Origis USA Inc,2023,1,1,0,1,1,1,1
Orion Diesel LLC,2022,1,1,0,1,1,1,1
Orion Energy Systems Inc,2010,1,2,0,1,1,1,1
Orion Engineered Carbons LLC,2017,1,1,0,1,1,1,1
Orion Engineered Carbons LLC,2018,1,1,0,1,1,1,1
Orion Engineered Carbons LLC,2023,1,1,0,1,1,1,1
Orion Group Holdings Inc (formerly Orion Marine Group Inc),2019,1,2,0,0,1,1,1
Orion Mine Finance LLP,2021,1,1,1,0,1,1,1
Orion Mine Finance LLP,2023,2,2,0,2,2,2,2
Orion Power Holdings Inc,2010,2,2,0,2,2,2,2
Orion Power Holdings Inc,2011,1,2,0,1,1,1,1
Orion Power Holdings Inc,2012,1,2,0,1,1,1,1
Orion Power Holdings Inc,2013,2,1,0,2,2,2,2
Orion Power Holdings Inc,2017,1,1,0,1,1,1,1
Orion Power Midwest LLC,2010,1,2,0,1,1,1,1
Orion Resource Partners LP,2020,1,1,0,1,1,1,1
Orkin Pest Control,2009,1,1,0,0,0,0,0
Orlando Utilities Commission,2010,1,2,0,1,1,1,1
Orlando Utilities Commission,2011,1,1,0,1,1,1,1
Orlando Utilities Commission,2012,1,2,0,1,1,1,1
Orlando Utilities Commission,2013,1,1,0,1,1,1,1
