company_name,year,Total Climate Incidents,Max Severity Score,GHG-Related Incidents,Pollution-Related Incidents,UNGC Principle 7 Violations,UNGC Principle 8 Violations,UNGC Principle 9 Violations
Drapac Capital Partners,2021,1,1,0,0,1,1,1
Drawbridge Energy Co,2019,1,1,0,0,1,1,1
Drax Biomass Inc,2021,1,1,1,0,1,1,1
Drax Biomass Inc,2022,2,1,0,1,2,2,2
Drax Biomass Inc,2023,1,1,0,1,0,0,0
Dredge Management Associates LLC,2022,1,1,0,1,1,1,1
Dreman Value Management LLC,2012,1,2,0,0,1,1,1
Dress Barn Inc,2019,1,1,1,1,1,1,1
Dresser Inc,2020,1,2,0,1,1,1,1
Dresser Inc,2021,1,2,0,1,1,1,1
Dresser LLC,2021,1,1,0,1,1,1,1
Dresser LLC,2023,2,1,0,2,2,2,2
Dresser-Rand Group Inc,2016,1,2,0,0,1,1,1
Dresser-Rand Group Inc,2017,1,2,0,1,1,1,1
Dresser-Rand Group Inc,2022,1,1,0,1,1,1,1
Drexel Hamilton LLC,2015,1,2,0,0,1,1,1
Drexel Hamilton LLC,2022,1,1,0,0,1,1,1
Dreyer's Grand Ice Cream Holdings Inc (Dreyer's),2008,1,2,0,0,1,1,1
Dreyer's Grand Ice Cream Holdings Inc (Dreyer's),2019,1,1,0,0,0,0,0
Dreyer's Grand Ice Cream Holdings Inc (Dreyer's),2021,1,1,0,0,1,1,1
Driftwood LNG LLC,2020,1,1,1,0,1,1,1
Driftwood LNG LLC,2021,1,1,0,0,1,1,1
Driftwood LNG LLC,2022,4,3,3,3,4,4,4
Driftwood LNG LLC,2023,2,2,1,2,1,1,1
Driscoll's Foods,2017,1,1,0,1,1,1,1
Driscoll's Foods,2020,1,2,0,1,1,1,1
Driscoll’s Inc (Driscoll's; formerly Driscoll Strawberry Associates Inc),2018,2,2,0,1,2,2,2
Driscoll’s Inc (Driscoll's; formerly Driscoll Strawberry Associates Inc),2021,5,3,3,5,5,5,5
Drummond Co Inc,2008,5,3,2,4,5,5,5
Drummond Co Inc,2010,1,2,0,1,1,1,1
Drummond Co Inc,2011,1,1,0,1,1,1,1
Drummond Co Inc,2012,6,2,0,2,6,6,6
Drummond Co Inc,2013,16,3,1,9,16,16,16
Drummond Co Inc,2014,19,3,3,14,19,19,19
Drummond Co Inc,2015,11,2,2,7,11,11,11
Drummond Co Inc,2016,8,2,1,6,8,8,8
Drummond Co Inc,2017,9,3,2,7,9,9,9
Drummond Co Inc,2018,14,2,1,12,14,14,14
Drummond Co Inc,2019,14,2,1,7,14,14,14
Drummond Co Inc,2020,2,1,0,1,2,2,2
Drummond Co Inc,2021,12,3,0,7,12,12,12
Drummond Co Inc,2022,5,2,1,3,5,5,5
Drummond Co Inc,2023,1,1,0,1,1,1,1
Drummond Ranch LLC,2021,1,1,0,0,1,1,1
Dry Cleaning Systems Inc,2008,1,1,0,1,1,1,1
Dryes Corner LLC,2018,1,1,0,0,1,1,1
DuPont Fabros Technology Inc,2014,1,1,0,0,1,1,1
DuPont Fabros Technology Inc,2015,1,1,0,0,1,1,1
DuPont Fabros Technology Inc,2017,1,1,0,1,1,1,1
DuPont Food Industry Solutions (DFIS),2014,1,1,0,0,1,1,1
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2008,1,1,0,0,1,1,1
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2009,2,2,0,1,2,2,2
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2010,1,2,0,0,1,1,1
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2011,3,2,0,1,3,3,3
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2012,3,2,0,2,3,3,3
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2013,5,2,0,1,5,5,5
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2014,6,2,0,2,6,6,6
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2015,6,2,0,6,6,6,6
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2016,2,2,0,0,2,2,2
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2017,2,1,0,0,2,2,2
DuPont Pioneer (formerly Pioneer Hi-Bred International Inc),2022,1,1,0,0,1,1,1
DuPont Teijin Films USA LP,2018,1,2,0,1,1,1,1
DuPont de Nemours Inc (DuPont; formerly DowDuPont Inc),2017,6,1,0,3,6,6,6
DuPont de Nemours Inc (DuPont; formerly DowDuPont Inc),2018,23,2,3,16,23,23,23
DuPont de Nemours Inc (DuPont; formerly DowDuPont Inc),2019,23,3,3,17,22,22,22
DuPont de Nemours Inc (DuPont; formerly DowDuPont Inc),2020,22,2,1,16,22,22,22
DuPont de Nemours Inc (DuPont; formerly DowDuPont Inc),2021,27,2,2,24,27,27,27
DuPont de Nemours Inc (DuPont; formerly DowDuPont Inc),2022,14,3,0,14,14,14,14
DuPont de Nemours Inc (DuPont; formerly DowDuPont Inc),2023,29,3,0,26,21,21,21
Dualstar Entertainment Group LLC (The Row),2013,1,2,0,1,1,1,1
Duane Reade Holdings Inc,2020,1,1,0,0,0,0,0
Duarte Nursery Inc,2017,1,1,0,1,1,1,1
Duarte Nursery Inc,2018,1,1,0,1,1,1,1
Duarte Nursery Inc,2021,1,1,0,1,1,1,1
Dubai Inc,2013,1,1,0,1,1,1,1
Duck Creek Energy Inc,2018,1,1,0,0,1,1,1
Dudding Commercial Development LLC,2021,1,1,0,0,1,1,1
Dugan Production Corp,2016,1,1,1,0,1,1,1
Duke Energy Beckjord LLC,2016,1,1,0,1,1,1,1
Duke Energy Business Services LLC,2015,3,2,0,3,3,3,3
Duke Energy Carolinas LLC (formerly Duke Power Co LLC),2013,5,2,2,4,5,5,5
Duke Energy Carolinas LLC (formerly Duke Power Co LLC),2014,1,2,1,0,1,1,1
Duke Energy Carolinas LLC (formerly Duke Power Co LLC),2015,3,2,0,3,3,3,3
Duke Energy Carolinas LLC (formerly Duke Power Co LLC),2017,1,2,0,1,1,1,1
Duke Energy Carolinas LLC (formerly Duke Power Co LLC),2021,1,1,0,1,1,1,1
Duke Energy Carolinas LLC (formerly Duke Power Co LLC),2022,2,1,2,1,2,2,2
Duke Energy Carolinas LLC (formerly Duke Power Co LLC),2023,2,3,1,2,1,1,1
Duke Energy Corp (Duke),2007,4,2,1,2,4,4,4
Duke Energy Corp (Duke),2008,18,2,2,7,18,18,18
Duke Energy Corp (Duke),2009,18,2,3,12,18,18,18
Duke Energy Corp (Duke),2010,7,2,1,5,7,7,7
Duke Energy Corp (Duke),2011,20,2,4,13,20,20,20
Duke Energy Corp (Duke),2012,28,2,5,11,28,28,28
Duke Energy Corp (Duke),2013,31,2,7,21,31,31,31
Duke Energy Corp (Duke),2014,65,2,8,52,65,65,65
Duke Energy Corp (Duke),2015,49,2,1,36,49,49,49
Duke Energy Corp (Duke),2016,20,2,4,16,20,20,20
Duke Energy Corp (Duke),2017,32,2,6,19,32,32,32
Duke Energy Corp (Duke),2018,17,3,4,11,17,17,17
Duke Energy Corp (Duke),2019,17,3,6,7,17,17,17
Duke Energy Corp (Duke),2020,26,2,4,21,26,26,26
Duke Energy Corp (Duke),2021,15,2,1,11,15,15,15
Duke Energy Corp (Duke),2022,11,3,8,4,11,11,11
Duke Energy Corp (Duke),2023,10,3,3,5,6,6,6
Duke Energy Field Services Corp,2019,1,2,0,1,1,1,1
Duke Energy Florida LLC (formerly Duke Energy Florida Inc; Florida Power Corp),2013,1,1,0,1,1,1,1
Duke Energy Florida LLC (formerly Duke Energy Florida Inc; Florida Power Corp),2014,1,2,1,0,1,1,1
Duke Energy Florida LLC (formerly Duke Energy Florida Inc; Florida Power Corp),2022,1,1,1,1,1,1,1
Duke Energy Florida LLC (formerly Duke Energy Florida Inc; Florida Power Corp),2023,2,3,1,2,1,1,1
Duke Energy Indiana LLC (formerly PSI Energy Inc),2007,2,1,1,2,2,2,2
Duke Energy Indiana LLC (formerly PSI Energy Inc),2008,1,1,0,0,1,1,1
Duke Energy Indiana LLC (formerly PSI Energy Inc),2009,3,2,0,3,3,3,3
Duke Energy Indiana LLC (formerly PSI Energy Inc),2010,1,2,0,1,1,1,1
Duke Energy Indiana LLC (formerly PSI Energy Inc),2011,2,1,0,2,2,2,2
Duke Energy Indiana LLC (formerly PSI Energy Inc),2012,4,2,2,2,4,4,4
Duke Energy Indiana LLC (formerly PSI Energy Inc),2013,4,2,1,4,4,4,4
Duke Energy Indiana LLC (formerly PSI Energy Inc),2014,1,2,0,1,1,1,1
Duke Energy Indiana LLC (formerly PSI Energy Inc),2015,1,1,0,1,1,1,1
Duke Energy Indiana LLC (formerly PSI Energy Inc),2016,1,2,1,1,1,1,1
Duke Energy Indiana LLC (formerly PSI Energy Inc),2022,1,1,1,1,1,1,1
Duke Energy Indiana LLC (formerly PSI Energy Inc),2023,2,3,1,2,1,1,1
Duke Energy Kentucky Inc (formerly Union Light Heat and Power Co; The),2022,2,2,2,2,2,2,2
Duke Energy Kentucky Inc (formerly Union Light Heat and Power Co; The),2023,2,3,1,2,1,1,1
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2010,1,2,0,1,1,1,1
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2011,2,2,0,2,2,2,2
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2012,3,2,0,3,3,3,3
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2013,1,1,0,1,1,1,1
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2014,1,1,0,1,1,1,1
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2016,2,2,0,2,2,2,2
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2022,1,2,1,1,1,1,1
Duke Energy Ohio Inc (formerly Cincinnati Gas & Electric Co),2023,1,3,0,1,1,1,1
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2011,2,2,0,2,2,2,2
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2012,1,2,0,1,1,1,1
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2013,8,2,2,7,8,8,8
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2014,3,2,1,2,3,3,3
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2015,6,2,0,5,6,6,6
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2016,3,2,0,2,3,3,3
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2017,1,2,0,1,1,1,1
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2019,2,1,0,2,2,2,2
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2020,2,1,0,2,2,2,2
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2021,1,1,0,1,1,1,1
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2022,2,1,2,1,2,2,2
Duke Energy Progress LLC (formerly Duke Energy Progress Inc; Carolina Power & Light Co),2023,2,3,1,2,1,1,1
Duke Realty Corp,2021,1,1,0,1,1,1,1
Duke University,2019,1,2,0,0,0,0,0
Dulany Industries Inc,2020,1,1,0,0,1,1,1
Dulcich Inc (Pacific Seafood Group),2008,1,2,0,1,1,1,1
Dulcich Inc (Pacific Seafood Group),2017,1,1,0,0,1,1,1
Dulcich Inc (Pacific Seafood Group),2020,1,1,0,1,1,1,1
Dun & Bradstreet Corp; The,2013,1,1,0,0,1,1,1
Dun & Bradstreet Holdings Inc,2013,1,1,0,0,1,1,1
Duncan Oil Properties Inc,2017,1,1,1,1,1,1,1
Dune Energy Inc,2012,1,1,0,1,1,1,1
Dunes Toy Storage,2016,1,2,0,1,1,1,1
Dunkin Donuts LLC,2010,4,3,2,0,4,4,4
Dunkin Donuts LLC,2011,1,1,0,1,1,1,1
Dunkin Donuts LLC,2013,3,1,2,0,3,3,3
Dunkin Donuts LLC,2014,2,2,0,0,2,2,2
Dunkin Donuts LLC,2015,1,1,0,0,1,1,1
Dunkin Donuts LLC,2017,1,1,0,0,1,1,1
Dunkin Donuts LLC,2018,1,1,0,0,1,1,1
Dunkin Donuts LLC,2019,3,2,1,1,3,3,3
Dunkin' Brands Group Inc,2010,4,3,2,0,4,4,4
Dunkin' Brands Group Inc,2011,1,1,0,1,1,1,1
Dunkin' Brands Group Inc,2013,5,2,2,0,5,5,5
Dunkin' Brands Group Inc,2014,5,2,2,0,5,5,5
Dunkin' Brands Group Inc,2015,2,2,0,0,2,2,2
Dunkin' Brands Group Inc,2016,1,1,0,0,1,1,1
Dunkin' Brands Group Inc,2017,3,2,0,0,2,2,2
Dunkin' Brands Group Inc,2018,4,3,0,1,4,4,4
Dunkin' Brands Group Inc,2019,5,3,1,2,5,5,5
Dunkin' Brands Group Inc,2021,1,1,0,0,0,0,0
Dunkin' Brands Group Inc,2023,1,1,1,1,1,1,1
Dunkirk Power LLC,2011,1,1,0,0,1,1,1
Dunkirk Power LLC,2012,2,2,0,2,2,2,2
Dunkirk Power LLC,2013,2,1,0,1,2,2,2
Dunkirk Power LLC,2015,1,2,0,1,1,1,1
Dunkirk Specialty Steel LLC,2022,1,1,0,1,1,1,1
Dunn Paper Corp,2018,1,1,0,1,1,1,1
Dunn Partners LLC,2020,1,1,0,1,1,1,1
Duquesne Light Co,2017,1,1,0,1,1,1,1
Dura Coat Products Inc,2019,1,1,0,0,1,1,1
Duracell International,2010,1,1,0,0,1,1,1
Duraflame Inc,2017,1,3,0,0,1,1,1
Duralectra-CHN LLC (D-CHN),2011,1,1,0,1,1,1,1
Durand Glass Manufacturing Co Inc,2012,1,1,0,1,1,1,1
Durango & Silverton Narrow Gauge Railroad Co (D&SNG),2019,1,2,0,0,1,1,1
Durango & Silverton Narrow Gauge Railroad Co (D&SNG),2020,1,1,0,0,1,1,1
Durango & Silverton Narrow Gauge Railroad Co (D&SNG),2022,1,2,0,0,1,1,1
Durante Bros Construction Corp,2018,1,1,0,1,1,1,1
Durham School Services Inc,2008,1,2,0,1,1,1,1
Durham School Services Inc,2022,1,1,0,1,1,1,1
Duro Industries Llc,2013,1,2,0,1,1,1,1
Durst Organization Inc; The,2022,1,1,1,0,1,1,1
Dutch Gold Resources Inc,2009,1,1,0,1,1,1,1
Dutch Mining LLC,2009,1,1,0,1,1,1,1
Dutra Construction Co Inc,2020,1,1,0,0,1,1,1
Dutra Group; The,2011,1,1,0,0,1,1,1
Dutra Group; The,2014,1,2,0,1,1,1,1
Dutra Materials,2011,1,1,0,0,1,1,1
Dutton-Lainson Company,2010,1,1,0,1,1,1,1
Dyer Business Associates LP,2017,1,1,0,1,1,1,1
Dylan LLC,2020,1,1,0,1,1,1,1
DynCorp International LLC,2007,2,3,0,2,2,2,2
DynCorp International LLC,2008,2,3,0,2,2,2,2
DynCorp International LLC,2011,1,2,0,0,1,1,1
DynCorp International LLC,2012,1,2,0,0,1,1,1
DynCorp International LLC,2013,2,2,0,0,2,2,2
DynCorp International LLC,2015,1,1,0,0,1,1,1
DynCorp International LLC,2016,1,2,0,0,1,1,1
DynCorp International LLC,2017,1,2,0,0,1,1,1
DynaResource Inc,2018,1,1,0,1,1,1,1
DynaResource Inc,2023,1,1,0,1,1,1,1
Dynamic Energy Solutions LLC,2020,1,2,0,1,1,1,1
Dynamic Energy Solutions LLC,2021,2,2,0,2,2,2,2
Dynamic Lifecycle Innovations (formerly Dynamic Recycling),2016,1,1,0,0,1,1,1
Dynamic Waste Systems Inc,2016,1,1,0,0,1,1,1
Dynax America Corp,2019,1,1,0,1,1,1,1
Dynax Corp,2020,3,2,0,2,3,3,3
Dynegy Danskammer LLC,2010,1,2,0,1,1,1,1
Dynegy Danskammer LLC,2013,1,1,0,1,1,1,1
Dynegy Danskammer LLC,2014,1,1,0,1,1,1,1
Dynegy Holdings LLC (formerly Dynegy Holdings Inc),2013,1,1,0,0,1,1,1
Dynegy Holdings LLC (formerly Dynegy Holdings Inc),2018,1,3,1,0,1,1,1
Dynegy Inc,2007,2,1,1,0,2,2,2
Dynegy Inc,2008,13,3,5,5,13,13,13
Dynegy Inc,2009,2,1,1,1,2,2,2
Dynegy Inc,2010,2,2,0,1,2,2,2
Dynegy Inc,2011,10,3,1,8,10,10,10
Dynegy Inc,2012,9,2,2,6,9,9,9
Dynegy Inc,2013,7,2,2,6,7,7,7
Dynegy Inc,2014,5,2,0,4,5,5,5
Dynegy Inc,2015,7,2,2,7,7,7,7
Dynegy Inc,2016,5,2,1,3,5,5,5
Dynegy Inc,2017,4,1,1,2,4,4,4
Dynegy Inc,2018,6,2,0,6,6,6,6
Dynegy Inc,2019,5,3,2,4,5,5,5
Dynegy Inc,2020,1,1,0,1,1,1,1
Dynegy Inc,2021,1,1,0,1,1,1,1
Dynegy Midwest Generation LLC,2009,1,1,0,1,1,1,1
Dynegy Midwest Generation LLC,2011,3,2,0,3,3,3,3
Dynegy Midwest Generation LLC,2012,1,2,0,1,1,1,1
Dynegy Midwest Generation LLC,2013,3,2,1,3,3,3,3
Dynegy Midwest Generation LLC,2015,1,1,0,1,1,1,1
Dynegy Midwest Generation LLC,2018,6,2,0,6,6,6,6
Dynegy Midwest Generation LLC,2021,1,1,0,1,1,1,1
Dynegy South Bay LLC,2011,1,1,0,1,1,1,1
Dyneon LLC,2015,1,2,0,1,1,1,1
Dyneon LLC,2016,1,1,0,1,1,1,1
Dyneon LLC,2017,1,1,0,1,1,1,1
Dyneon LLC,2018,1,1,0,1,1,1,1
Dyneon LLC,2019,1,1,0,1,1,1,1
Dyneon LLC,2020,3,2,0,2,3,3,3
Dyneon LLC,2023,1,1,0,0,1,1,1
Dynergy Midwest Generation LLC,2023,1,2,0,1,1,1,1
Dyno Nobel Inc,2013,1,2,0,1,1,1,1
Dyno Nobel Inc,2016,1,1,0,1,1,1,1
Dyno Nobel Inc,2018,3,1,0,3,3,3,3
Dyno Nobel Inc,2019,1,1,0,1,1,1,1
Dyno Nobel Inc,2020,2,2,1,1,2,2,2
Dyno Nobel Inc,2022,2,2,0,2,2,2,2
Dyno Nobel Inc,2023,3,1,1,3,2,2,2
Dystar LP,2023,1,1,0,1,1,1,1
E&B Natural Resources Management Corp,2014,1,1,0,1,1,1,1
E&B Natural Resources Management Corp,2015,3,1,0,3,3,3,3
E&B Natural Resources Management Corp,2017,1,1,0,1,1,1,1
E&B Natural Resources Management Corp,2018,2,2,0,1,2,2,2
E&B Natural Resources Management Corp,2020,2,1,1,2,2,2,2
E&B Natural Resources Management Corp,2021,1,1,0,1,1,1,1
E&B Natural Resources Management Corp,2022,1,1,0,1,0,0,0
E&B Natural Resources Management Corp,2023,1,1,1,1,1,1,1
E&J Gallo Winery Inc (Gallo),2019,1,1,0,0,1,1,1
E&J Gallo Winery Inc (Gallo),2023,1,1,0,1,0,0,0
E-Biofuels LLC,2015,1,2,0,0,1,1,1
"E.T. Browne Drug Co., Inc.",2008,1,2,0,0,1,1,1
E6 Cattle Co,2017,1,1,1,0,1,1,1
EAP Industries Inc,2012,1,2,0,1,1,1,1
EB Botanicals LLC,2008,1,2,0,0,1,1,1
EC Electroplating Inc,2015,1,2,0,1,1,1,1
EC Electroplating Inc,2017,1,1,0,1,1,1,1
ECMH LLC (Clayton Miller Hospitality Carpet),2017,1,1,0,1,1,1,1
EDF RE Offshore Development LLC,2023,1,1,0,0,0,0,0
EDF Renewables Inc (formerly EDF Renewable Energy Inc),2017,1,1,0,0,1,1,1
EDF Renewables Inc (formerly EDF Renewable Energy Inc),2023,2,1,0,0,1,1,1
EDF Renewables North America LLC,2021,1,1,0,0,1,1,1
EDP Renewables North America LLC,2022,1,1,0,0,1,1,1
EES Coke Battery LLC,2014,1,1,0,1,1,1,1
EES Coke Battery LLC,2016,1,1,0,1,1,1,1
EES Coke Battery LLC,2022,2,2,0,2,2,2,2
EF Energy LLC,2014,1,2,1,1,1,1,1
EG Systems LLC,2012,1,1,0,1,1,1,1
EGT LLC (Export Grain Terminal),2022,1,1,0,1,1,1,1
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2007,3,2,0,3,3,3,3
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2008,13,2,1,9,13,13,13
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2009,9,2,0,7,9,9,9
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2010,13,3,0,7,13,13,13
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2011,20,2,0,9,20,20,20
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2012,26,2,1,16,25,25,25
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2013,21,2,3,10,21,21,21
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2014,38,2,0,24,38,38,38
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2015,47,3,1,35,47,47,47
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2016,36,3,0,25,36,36,36
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2017,44,2,1,37,44,44,44
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2018,30,2,0,24,30,30,30
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2019,16,2,0,12,16,16,16
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2020,12,2,0,10,12,12,12
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2021,6,2,0,5,6,6,6
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2022,12,2,1,9,12,12,12
EIDP Inc (DuPont; formerly EI du Pont de Nemours & Co),2023,14,3,0,13,11,11,11
EIF Channelview Cogeneration LLC (formerly GIM Channelview Cogeneration LLC),2012,1,1,1,0,1,1,1
EIF Channelview Cogeneration LLC (formerly GIM Channelview Cogeneration LLC),2021,1,2,0,1,1,1,1
EIG Global Energy Partners LLC (EIG Partners; EIG Energy Partners),2021,7,1,0,7,7,7,7
EIG Global Energy Partners LLC (EIG Partners; EIG Energy Partners),2022,2,1,1,2,2,2,2
EIG Global Energy Partners LLC (EIG Partners; EIG Energy Partners),2023,2,1,1,0,1,1,1
ELE Corp,2020,1,2,0,0,1,1,1
EMC Corp,2015,1,2,0,1,1,1,1
EMC Corp,2017,1,2,1,1,1,1,1
EMC Insurance Group Inc,2009,1,2,0,1,1,1,1
EMD Millipore Corp (formerly Millipore Corp),2017,1,1,0,1,1,1,1
EME Homer City Generation LP,2010,2,1,0,2,2,2,2
EME Homer City Generation LP,2011,3,1,0,3,3,3,3
EME Homer City Generation LP,2013,1,1,0,1,1,1,1
EME Homer City Generation LP,2014,1,1,0,1,1,1,1
EMP Global LLC,2013,1,2,0,0,1,1,1
EMR Smith Industries LLC,2019,1,1,0,1,1,1,1
ENGIE North America Inc (formerly GDF SUEZ Energy North America),2011,1,1,0,1,1,1,1
ENGIE North America Inc (formerly GDF SUEZ Energy North America),2013,1,1,1,0,1,1,1
ENVIRON International Corp,2012,1,1,0,1,1,1,1
EO Manufacturing Co Inc,2012,1,2,0,0,1,1,1
EO/ Small World Trading Company,2008,1,2,0,0,1,1,1
EOG Resources Inc (EOG),2010,4,2,0,3,4,4,4
EOG Resources Inc (EOG),2011,4,1,0,2,4,4,4
EOG Resources Inc (EOG),2012,4,1,0,2,4,4,4
EOG Resources Inc (EOG),2013,8,2,1,4,8,8,8
EOG Resources Inc (EOG),2014,8,2,3,4,8,8,8
EOG Resources Inc (EOG),2015,12,2,5,5,12,12,12
EOG Resources Inc (EOG),2016,3,2,3,0,3,3,3
EOG Resources Inc (EOG),2017,3,1,3,1,3,3,3
EOG Resources Inc (EOG),2018,3,2,1,2,3,3,3
EOG Resources Inc (EOG),2019,4,2,1,1,4,4,4
EOG Resources Inc (EOG),2020,3,2,2,1,3,3,3
EOG Resources Inc (EOG),2021,4,2,3,2,4,4,4
EOG Resources Inc (EOG),2022,6,1,4,2,6,6,6
EOG Resources Inc (EOG),2023,4,2,3,0,1,1,1
EOR Energy LLC,2019,1,1,0,0,1,1,1
EP Energy Corp,2020,1,1,1,0,1,1,1
EP Energy E&P Co LP,2014,2,2,2,1,2,2,2
EP Energy E&P Co LP,2016,1,1,1,0,1,1,1
EP Energy E&P Co LP,2017,1,1,1,1,1,1,1
EP Energy E&P Co LP,2022,1,1,0,1,1,1,1
EP Energy Management LLC,2014,1,2,0,1,1,1,1
EPCOR Water USA Inc (EPCOR USA),2022,1,1,0,0,1,1,1
EPEC Polymers Inc,2012,1,1,0,1,1,1,1
EQ Industrial Services Inc (EQIS),2009,1,1,0,0,1,1,1
EQM Midstream Partners LP (formerly EQT Midstream Partners LP),2017,1,1,0,0,1,1,1
EQM Midstream Partners LP (formerly EQT Midstream Partners LP),2018,1,1,0,1,1,1,1
EQM Midstream Partners LP (formerly EQT Midstream Partners LP),2019,2,2,0,1,2,2,2
EQM Midstream Partners LP (formerly EQT Midstream Partners LP),2020,3,2,0,1,3,3,3
EQM Midstream Partners LP (formerly EQT Midstream Partners LP),2022,3,2,3,3,3,3,3
EQT Corp (formerly Equitable Resources Inc),2012,4,1,0,4,4,4,4
EQT Corp (formerly Equitable Resources Inc),2013,3,2,0,2,3,3,3
EQT Corp (formerly Equitable Resources Inc),2014,7,2,1,6,7,7,7
EQT Corp (formerly Equitable Resources Inc),2015,8,2,1,6,8,8,8
EQT Corp (formerly Equitable Resources Inc),2016,2,1,1,1,2,2,2
EQT Corp (formerly Equitable Resources Inc),2017,7,2,3,6,7,7,7
EQT Corp (formerly Equitable Resources Inc),2018,5,2,1,4,5,5,5
EQT Corp (formerly Equitable Resources Inc),2019,6,2,0,5,6,6,6
EQT Corp (formerly Equitable Resources Inc),2020,3,1,1,0,3,3,3
EQT Corp (formerly Equitable Resources Inc),2021,2,1,1,1,2,2,2
EQT Corp (formerly Equitable Resources Inc),2022,6,1,5,2,6,6,6
EQT Corp (formerly Equitable Resources Inc),2023,2,2,2,0,1,1,1
EQT Energy LLC,2021,1,1,0,0,1,1,1
EQT Gathering LLC,2015,1,1,0,1,1,1,1
EQT Production Co (formerly Equitable Production),2014,1,1,0,1,1,1,1
EQT Production Co (formerly Equitable Production),2015,1,2,1,1,1,1,1
EQT Production Co (formerly Equitable Production),2017,1,1,0,1,1,1,1
EQT Production Co (formerly Equitable Production),2018,1,2,0,1,1,1,1
EQT Production Co (formerly Equitable Production),2019,1,1,0,1,1,1,1
ERG Resources LLC,2019,1,1,0,1,1,1,1
ERM Group Inc; The (Environmental Resources Management),2020,1,2,0,1,1,1,1
ERP Compliant Fuels LLC,2017,1,1,0,0,1,1,1
ERP Compliant Fuels LLC,2018,1,2,0,0,1,1,1
ERP Compliant Fuels LLC,2021,1,1,1,0,1,1,1
ERP Environmental Fund Inc,2020,1,1,0,0,1,1,1
ERP Environmental Fund Inc,2021,1,1,0,1,1,1,1
ERP Environmental Fund Inc,2022,1,1,0,1,1,1,1
ERP Federal Mining Complex LLC (formerly Eastern Associated Coal LLC),2015,1,2,0,1,1,1,1
ERR LLC (Evergreen Resource Recovery LLC),2019,1,1,0,1,1,1,1
ERR LLC (Evergreen Resource Recovery LLC),2022,2,1,0,2,2,2,2
ESF LLC,2017,1,1,0,1,1,1,1
ESI Energy LLC,2022,2,2,0,0,2,2,2
ET Rover Pipeline LLC (ET Rover),2015,1,1,0,1,1,1,1
ET Rover Pipeline LLC (ET Rover),2016,1,1,0,0,1,1,1
ET Rover Pipeline LLC (ET Rover),2017,12,2,0,11,12,12,12
ET Rover Pipeline LLC (ET Rover),2018,3,1,0,3,3,3,3
